sentence1,sentence2,label,pred,abs_error,category
A pan is being dropped over the meat,The meat is being dropped into a pan,3.16875,4.526150226593018,1.3574002265930174,other
A woman is putting meat in a pan,A pan is being dropped over the meat,2.0,3.1975549459457397,1.1975549459457397,other
There is no man holding a frog,A man is holding a frog,1.375,3.8001197576522827,2.4251197576522827,negation_mismatch
A man is walking in the rain,A man and a woman are sitting,1.25,0.11352976784110069,1.1364702321588993,low_overlap
A man and a woman are walking,A man is walking in the rain,3.25,1.8200480937957764,1.4299519062042236,other
A toy train is striking a toy car,A car and a train are striking a toy,2.75,4.730178117752075,1.9801781177520752,other
A toy train is striking a toy car,There is no toy train striking a toy car,2.625,3.6903703212738037,1.0653703212738037,negation_mismatch
A woman is staging a dance,A woman is dancing on a stage,2.25,3.9955133199691772,1.7455133199691772,other
A woman is dancing on a stage,The woman is dancing and a man is playing the keyboard,3.75,2.5711628794670105,1.1788371205329895,other
A woman is scrubbing a zucchini with a vegetable brush,A woman is eating zucchini and vegetables and scrubbing with a brush,2.75,4.255740642547607,1.5057406425476074,other
A man in a cap is playing a harp,A man is playing a guitar,1.5625,3.004019260406494,1.4415192604064941,other
A man is playing a guitar,A man in a hat is playing a harp,2.125,3.1459295749664307,1.0209295749664307,other
A man is rising from a swamp,A man is coming out of the water,4.125,2.764628231525421,1.3603717684745789,other
Some boys are in front of dancing people,Boys are dancing in front of some people,3.375,4.876554012298584,1.501554012298584,other
Two men are doing a funny skit with a boxer in front of a crowd of people,A funny crowd of people is doing a skit of two boxing men,2.375,4.537428021430969,2.1624280214309692,other
A boy is throwing away a calendar,A boy is looking at a calendar,1.75,2.8090059757232666,1.0590059757232666,other
The men are not fist fighting in a ring,Two men are fist fighting in a ring,2.625,3.771964907646179,1.1469649076461792,negation_mismatch
The riders are fencing in a boy's metal bike,A biker is riding along the top of a fence,1.5000000000000002,2.656985819339752,1.156985819339752,low_overlap
A woman is slicing a clove of garlic,A woman is slicing a pepper which is big,1.875,3.701298236846924,1.8262982368469238,other
A man is being roped before climbing,A man is climbing a rope,2.625,4.331389665603638,1.7063896656036377,other
A man is climbing up a rope,A man is being roped before climbing,3.125,4.14664626121521,1.02164626121521,other
The woman is picking up the kangaroo,A kangaroo is picking up the woman's baby,1.6249999999999998,4.491513967514038,2.866513967514038,other
A man is breaking a wooden hand against a board,A man is breaking wooden boards with his hand,2.625,4.618808627128601,1.993808627128601,other
A man is breaking a wooden hand against a board,A man is breaking tiles with his hands,2.125,3.3322378993034363,1.2072378993034363,other
The person is riding a jetski in the waves,A woman is riding a Seadoo,4.125,2.9857075214385986,1.1392924785614014,other
A person is riding a jetski in the waves,A woman is riding a Seadoo,4.0,2.994718551635742,1.0052814483642578,other
A man is inside the house and is throwing blades at a close target,A man is outside and is throwing blades at a close target,2.79375,4.236460328102112,1.4427103281021116,other
The man is riding a horse,A horse is riding over a man,2.375,4.12041038274765,1.7454103827476501,other
A horse is riding over a man,A man is riding a horse,2.5,4.172822833061218,1.6728228330612183,other
A man is eating a pizza,There is no man eating a pizza,2.75,3.7568020820617676,1.0068020820617676,negation_mismatch
The panda bear is not lying on the logs,A cute panda is lying down,4.125,3.106188178062439,1.018811821937561,negation_mismatch
A dog is jumping on a diving board,A dog is jumping on a trampoline,1.75,3.559533953666687,1.809533953666687,other
There is no man playing the piano,A man is playing a wooden flute,3.375,2.2080478072166443,1.1669521927833557,negation_mismatch
The man is erasing the other man's work from the board,The girl is erasing the other man's work from the board,2.75,4.208211898803711,1.458211898803711,other
A dog is eating a doll,A kid is playing with a toy dog,1.125,2.254357635974884,1.129357635974884,other
A woman is stroking a lemur,Someone is scratching the belly of an animal,3.125,1.9924730062484741,1.1325269937515259,low_overlap
There is no man playing an electronic keyboard,A man is playing an electronic keyboard,2.75,3.787429630756378,1.0374296307563782,negation_mismatch
People are singing and a clown is dancing,A clown is singing and people are dancing,3.0,4.916618764400482,1.9166187644004822,other
The girl is riding the horse,The man is riding the horse,2.375,3.3985745906829834,1.0235745906829834,other
An old woman is shaking hands with a man,A young woman is shaking hands with a man,3.25,4.264567494392395,1.014567494392395,other
A plane is taking off,There is no airplane taking off,2.25,3.7652939558029175,1.5152939558029175,negation_mismatch
The man is drawing,The man is not drawing,2.25,3.3696359395980835,1.1196359395980835,negation_mismatch
The man is drawing,A girl is drawing a man,2.0,3.447878062725067,1.4478780627250671,other
A man is eating a banana,There is no man eating a banana,2.875,3.8996878266334534,1.0246878266334534,negation_mismatch
A man is cutting a paper,A man is cutting himself with a piece of paper,2.25,4.496593475341797,2.246593475341797,other
A man is cutting a note,A person is tearing paper,3.25,2.1786172688007355,1.0713827311992645,negation_mismatch
A piano is being played by someone,A man is playing a guitar,1.375,2.603999972343445,1.2289999723434448,negation_mismatch
There is no man tying a shoe,A man is tying a shoe,2.375,3.804629147052765,1.429629147052765,negation_mismatch
The boy is playing the piano,The boy is not playing the piano,2.5,3.6228305101394653,1.1228305101394653,negation_mismatch
The patient is helping the doctor,The doctors are reviving a man,1.0,3.1560349464416504,2.1560349464416504,low_overlap
A man is playing a flute,A guitar is being played by a man,1.5000000000000002,2.845413386821747,1.3454133868217466,other
A man is riding an animal,A man is driving a car,0.375,1.7669396102428436,1.3919396102428436,other
A man is riding a horse,A man is driving a vehicle,3.125,1.7622967064380646,1.3627032935619354,other
A man is shaking a container over a sink in the kitchen,A man is emptying a plastic container,3.75,2.6419085264205933,1.1080914735794067,other
Two women are dancing,There is no policewoman singing at karaoke,0.0,1.2673623859882355,1.2673623859882355,negation_mismatch
A man is playing a keyboard,There is no man playing a harp,2.875,1.6067123413085938,1.2682876586914062,negation_mismatch
A woman is slicing an onion,A woman is slicing a potato,2.375,3.7935954332351685,1.4185954332351685,other
A man is drilling a hole in a piece of wood,A man is drilling a hole with a piece of wood,3.5,4.895666539669037,1.3956665396690369,other
A woman is not slicing an onion,A woman is slicing an onion,2.625,3.6423325538635254,1.0173325538635254,negation_mismatch
A man is holding a small animal in one hand,A man is hiding a small monkey,3.375,2.1706095337867737,1.2043904662132263,other
A man is holding a small animal in one hand,A man is showing off a small monkey,3.375,2.3588868975639343,1.0161131024360657,other
A man is cutting pieces of butter into a mixing bowl,There is no man cutting pieces of butter into a mixing bowl,2.5,4.006668925285339,1.5066689252853394,negation_mismatch
A person is kicking a monkey,A monkey is kicking a person,2.5,4.9403828382492065,2.4403828382492065,other
A monkey is practicing martial arts,A person is kicking a monkey,2.125,3.6280623078346252,1.5030623078346252,other
A person is performing tricks on a motorcycle,The performer is tricking a person on a motorcycle,2.0,4.562976658344269,2.562976658344269,other
A man is singing into a microphone,A man is dancing in the rain,0.1250000000000001,1.7331209778785706,1.6081209778785706,other
A man is cooking a snake,The man is dropping sliced cucumbers into cold water,0.4999999999999999,1.5763966739177704,1.0763966739177704,low_overlap
A little girl is playing a guitar,A little boy is playing a guitar,2.875,4.248613715171814,1.373613715171814,other
A dog is teasing a monkey at the zoo,A monkey is teasing a dog at the zoo,3.125,4.889091849327087,1.7640918493270874,other
A man is cutting a potato,There is no man slicing a potato into pieces,2.625,3.6670055985450745,1.0420055985450745,negation_mismatch
A girl is messing up her hair,A girl is filing her nails,0.875,2.216349095106125,1.3413490951061249,other
A man is playing an electronic keyboard,There is no man playing an electronic keyboard,2.5,3.787429630756378,1.2874296307563782,negation_mismatch
Carrots are being sliced by a woman,A woman is cutting potatoes,1.375,3.2947587966918945,1.9197587966918945,low_overlap
A woman is slicing potatoes,A woman is slicing carrots,2.75,3.9876896142959595,1.2376896142959595,other
A man is doing pull-ups,The man is exercising,4.5,3.295091390609741,1.2049086093902588,low_overlap
There is no man sharpening a knife,A man is sharpening a knife,2.25,3.634258508682251,1.384258508682251,negation_mismatch
A baby is crawling happily,A cat is walking on the parquet,0.0,1.1776886880397797,1.1776886880397797,low_overlap
There is no cat walking on a hardwood floor,A baby is crawling happily,0.0,1.1093375831842422,1.1093375831842422,negation_mismatch
A person is cutting garlic into pieces with a knife,Someone is putting ingredients into a wok,0.875,2.106459140777588,1.231459140777588,other
An officer is talking to the recruits,The military officer is not barking at the recruits,3.75,2.5861015915870667,1.1638984084129333,negation_mismatch
A woman is painting a man's face,A man is painting a woman's face,2.875,4.8270609974861145,1.9520609974861145,other
The man is talking about the telephone,The man is talking on the phone,3.375,4.555749893188477,1.1807498931884766,other
A man is cutting onions,An onion is being cut by a woman,2.25,3.742753267288208,1.492753267288208,low_overlap
A man is doing a card trick,A man is playing with water,0.4999999999999999,1.731717586517334,1.231717586517334,other
A lemur is hanging on a cord,There is no lemur hanging on a cord,2.75,3.9575058221817017,1.2075058221817017,negation_mismatch
The woman is poking a potato,The woman is not poking holes in the potato,1.75,3.1906813383102417,1.4406813383102417,negation_mismatch
A man is petting two cats,A man is petting two dogs,2.0,3.840979039669037,1.8409790396690369,other
A woman is pulling some sticky goo out of a bowl,A woman is putting some sticky goo in a bowl,3.0,4.3000805377960205,1.3000805377960205,other
A cat is looking at a store counter,A dog is looking around,0.1250000000000001,2.1469901502132416,2.0219901502132416,other
Someone is playing with a frog,A man is playing the trumpet,0.2499999999999999,1.567380577325821,1.317380577325821,other
Someone is playing with a toad,The trumpet is being played by a man,0.0,1.631750464439392,1.631750464439392,low_overlap
The man is not seasoning the sausages,The man is seasoning the sausages,2.5,3.7244144082069397,1.2244144082069397,negation_mismatch
A man is riding a scooter,A man is not riding a scooter,2.5,3.5439813137054443,1.0439813137054443,negation_mismatch
Someone is not reading the email,A man is reading the email,2.25,3.411361575126648,1.161361575126648,negation_mismatch
Two pandas are not lying together,Two pandas are lying together,2.875,4.281928539276123,1.406928539276123,negation_mismatch
Two cubs are playing,Two pandas are lying together,2.5,1.2972153723239899,1.2027846276760101,low_overlap
The man is cracking eggs into a bowl,The lady is cracking an egg into a bowl,2.75,4.139387011528015,1.3893870115280151,other
Broccoli are being cut by a woman,A man is cutting tomatoes,0.45625,2.248513698577881,1.7922636985778808,low_overlap
A man is not drawing on a digital dry erase board,A man is drawing on a digital dry erase board,2.5187500000000003,3.753446638584137,1.2346966385841367,negation_mismatch
The boy is trotting on the horse,The girl is trotting on the horse,2.25,3.8399553298950195,1.5899553298950195,other
The woman is using a sledgehammer to break a concrete block that is on another man,The man is using a sledgehammer to break a concrete block that is on another man,3.0,4.196988642215729,1.1969886422157288,other
A dog is swimming after a tennis ball,An animal is barking at a ball,1.375,2.5554901361465454,1.1804901361465454,other
A man is cutting a boot with a sword,There is no man cutting a boot with a sword,2.875,3.951883912086487,1.0768839120864868,negation_mismatch
A chef is cleaning a bowl of soup,A chef is getting a bowl of soup dirty,2.875,4.412208199501038,1.5372081995010376,other
A person is not making a bed,A person is making a bed,2.5,3.5307571291923523,1.0307571291923523,negation_mismatch
A cat is playing with a small bottle,A cat is playing with a big bottle,3.125,4.799047410488129,1.6740474104881287,other
A cat is playing with a small bottle,The dog is licking a bottle,1.0,2.344401478767395,1.344401478767395,other
A small dog is lying on the bed,A small dog is lying under the bed,3.125,4.61644172668457,1.4914417266845703,other
A small dog is lying on a bed,A small dog is lying under the bed,2.625,4.577404856681824,1.9524048566818237,other
There is no man playing with a skull,The man is playing with a skull,1.6249999999999998,3.6957186460494995,2.0707186460494995,negation_mismatch
The man is sprinkling cheese on the pizza,There is no man sprinkling cheese on the pizza,2.625,3.6460378766059875,1.0210378766059875,negation_mismatch
A man is firing a shotgun,A man is shooting a weapon,4.875,3.790796995162964,1.0842030048370361,other
A woman is dancing,A woman is sleeping,2.5,1.41866073012352,1.08133926987648,other
A baby is playing with a doll,There is no baby tiger playing with a ball,2.625,1.3049083948135376,1.3200916051864624,negation_mismatch
A dog is jumping into a box,A cat is jumping into a box,2.0,3.607277572154999,1.6072775721549988,other
A man is slicing a fish,There is no man cutting a fish,2.25,3.3403176069259644,1.0903176069259644,negation_mismatch
A man is rowing a boat,A woman is rowing a boat,2.25,3.6807221174240112,1.4307221174240112,other
A man is playing a guitar,A boy is playing a guitar,2.875,4.012634754180908,1.1376347541809082,other
A skateboarder is falling off a half pipe,A skateboarder is doing tricks on a half pipe,2.75,3.785805404186249,1.0358054041862488,other
The woman is not seasoning the oil,The woman is seasoning the oil,2.625,3.761994242668152,1.1369942426681519,negation_mismatch
The woman is not seasoning the oil,A woman is pouring ingredients into a bowl,3.0,1.7785370349884033,1.2214629650115967,negation_mismatch
A black topless person is packing a pile of rocks and a front of clouds are in the background,A topless person with a back pack is in front of a pile of rocks and clouds are in the background,2.75,3.8179051876068115,1.0679051876068115,long_sentence
The man is not standing on a rocky mountain and gray clouds are not in the background,A topless person with a back pack is in front of a pile of rocks and clouds are in the background,1.6249999999999998,2.8751444816589355,1.2501444816589358,negation_mismatch
A dog is catching a ball,There is no dog catching a ball,2.375,3.515625,1.140625,negation_mismatch
A topless boy has a clean face,A boy in a blue shirt has dirt on his face,1.75,3.1281107664108276,1.3781107664108276,other
A boy has a blue face and dirt on the shirt,A boy in a blue shirt has dirt on his face,3.0,4.818196594715118,1.8181965947151184,other
The man in a cowboy hat is walking through a market and is putting a hand in his pocket,A walker is in a hat store for men,1.125,2.312704920768738,1.1877049207687378,other
A large white crane is flying far above the water,A large white crane is flying near the water,3.375,4.851742088794708,1.4767420887947083,other
A dog with golden fur is in the water,A dog with golden fur is out of the water,3.375,4.597022533416748,1.222022533416748,other
A big city is begging for men and money holders,A man in a big city is holding a sign and begging for money,1.75,3.7582895159721375,2.0082895159721375,other
A big city is begging for men and money holders,A homeless man is holding up a sign and is begging for money,1.5000000000000002,2.9865550994873047,1.4865550994873045,other
A small dog is chasing a large brown cow,There is no small dog chasing a large brown cow,2.875,3.9188891649246216,1.0438891649246216,negation_mismatch
A person is cementing a jacket in a blue tall wall and jumping,A person in a blue jacket is jumping off of a tall cement wall,2.25,4.138356447219849,1.8883564472198486,other
A person in a blue jacket is jumping off of a tall cement wall,A large jump is being performed by a man,3.75,2.384776920080185,1.365223079919815,low_overlap
One brown and black dog is running through the leaves,A dog in a colored coat is running across the yard,1.875,2.943665385246277,1.0686653852462769,other
A black and white dog is holding a baseball in its mouth,A brown and white dog is putting the baseball in its mouth down,2.625,3.939664363861084,1.314664363861084,other
A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,3.5,4.556657075881958,1.056657075881958,other
There is no boy wearing red shorts jumping into a paddling pool,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,1.5000000000000002,3.0950990319252014,1.5950990319252012,negation_mismatch
A group of racing dogs are nosing a muzzle,A group of dogs are racing and have muzzles on their noses,3.25,4.275398254394531,1.0253982543945312,other
Nobody is standing in the ocean and watching the sunset,Two people are wading through the water,2.625,1.1688252538442612,1.4561747461557388,negation_mismatch
Two people are standing in the ocean and watching the sunset,A couple or people are wading through the water,3.5,2.3005452752113342,1.1994547247886658,other
The boy and the girl are playing and wearing arm floats,A boy and a girl are naked,1.125,2.5143474340438843,1.3893474340438843,other
A woman in a yellow shirt is surfing on a pink surfboard,A woman in a pink shirt is surfing through yellow surfboards,3.125,4.552227258682251,1.427227258682251,other
A woman in a pink shirt is surfing through yellow surfboards,A surfer is riding the wave,2.125,3.3289825916290283,1.2039825916290283,low_overlap
People at a drag race are looking at the flames that are coming out of the cars,The crowd is not watching two racing cars that are leaving the starting line,3.25,2.115502953529358,1.134497046470642,negation_mismatch
A brown dog is jumping in the air,A brown dog is sitting down,1.875,2.968963384628296,1.093963384628296,other
A policeman is sitting on a motorcycle,A policeman is getting off of a motorcycle,2.125,3.361656665802002,1.236656665802002,other
The cop is sitting on a police bike,A motorcyclist is sitting by a police man,2.25,3.737674057483673,1.487674057483673,other
A tan dog is running through the snow,A yellow dog is stopping on white snow on a sunny day,2.2062500000000003,3.2663163542747498,1.0600663542747495,other
A surfer is leaning the surfboard against a wall,A surfer is leaning on a surfboard,3.125,4.663977921009064,1.5389779210090637,other
The people are walking on the road beside a beautiful waterfall,The people are not walking on the road beside a beautiful waterfall,2.5,3.877587616443634,1.377587616443634,negation_mismatch
A yellow palm is in front of a building and one dark skinned male is standing next to it,The dark skinned male is standing on one hand in front of a yellow building,2.75,3.926383852958679,1.1763838529586792,other
A black man is break dancing on the pavement,The dark skinned male is standing on one hand in front of a yellow building,3.625,1.1615762114524841,2.463423788547516,other
The man is playing the guitar and has the guitar case open for donations,The man is opening the guitar for donations and plays with the case,2.125,4.758976101875305,2.633976101875305,other
A couple is standing on a patio and looking at the sky,A couple is sitting on a patio and looking at the ocean,2.625,3.8250669836997986,1.2000669836997986,other
Two men are riding an orange raft on the shore,Two men are rafting near a rider in orange on the shore,3.25,4.500434398651123,1.250434398651123,other
The orange rescue boat is rushing across the water,Two men are riding an orange raft on the beach,3.0,1.6264015436172485,1.3735984563827515,low_overlap
Two men are riding an orange raft on the shore,"The rescue boat, which is orange, is rushing across the water",3.125,1.8489447236061096,1.2760552763938904,low_overlap
A blond boy is walking up a sand dune with a skateboard,A blond boy is sliding down a sand dune on a skateboard,3.125,4.320999383926392,1.1959993839263916,other
The man is taking a picture of himself and another guy,A man is holding up an electronic device,3.0,1.6279171407222748,1.3720828592777252,negation_mismatch
The sun is shining on the face of the girl who is in a yellow dress,Children are surrounding a girl in a brown dress who is closing her eyes,1.0,2.17437207698822,1.1743720769882202,other
Several women are wearing pink bunny ears and are pointing to the right,The women are wearing something right and pointing at several bunny ears,2.875,4.608699083328247,1.733699083328247,other
Women are wearing bunny ears and race numbers and are pointing at something in the distance,The women are wearing something right and pointing at several bunny ears,2.39375,4.267299771308899,1.873549771308899,other
A hockey player in a yellow jersey is guarding the goal,There is no hockey player in a yellow jersey guarding the goal,2.875,3.9213186502456665,1.0463186502456665,negation_mismatch
Two young men are playing outside near a golden statue,Two people are looking at a statue made of gold,3.25,2.1880418062210083,1.0619581937789917,other
A woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is not riding on a city street,2.875,1.7778973281383514,1.0971026718616486,negation_mismatch
A young girl is standing on one leg,A young girl is standing on both legs,3.75,4.836907982826233,1.086907982826233,other
A horse is leaping a hurdle and has a rider on its back,A horse with no rider is falling over a hurdle,2.25,3.700820803642273,1.450820803642273,negation_mismatch
A horse and its rider are not leaping over a barrier,A horse is leaping a hurdle and has a rider on its back,4.5,3.3324167132377625,1.1675832867622375,negation_mismatch
A football player in a red and white uniform is being lifted by two teammates,A football player in a red and white uniform is being pulled down by two teammates,2.75,4.505196809768677,1.7551968097686768,other
A white woman is standing on a woman dressed in blue on a stage,A woman in a white dress and a woman in a blue dress are standing on a stage,3.375,4.4495004415512085,1.0745004415512085,other
Two teenage girls are wearing fancy dresses at an event,A woman in a white dress and a woman in a blue dress are standing beside a stage,3.3125,2.2825267910957336,1.0299732089042664,low_overlap
The group of people is sitting on the ground outside a monument,The group of people is not sitting on the ground outside a monument,2.25,3.834262490272522,1.584262490272522,negation_mismatch
A dead bird is near a black man sitting on a tree,A black bird is sitting on a dead tree,1.375,4.333468675613403,2.9584686756134033,other
The dog is jumping for a Frisbee in the snow,A black dog in the snow is jumping off the ground and catching a stick,2.25,3.354805111885071,1.1048051118850708,other
"The player in purple, white and black is playing near the end of the field",The black player is making the white player a play near the end of a purple field,2.875,4.262654185295105,1.387654185295105,other
A large duck is flying over a rocky stream,"A large stream is full of rocks, ducks and flies",2.125,3.7243488430976868,1.5993488430976868,other
A large duck is flying over a rocky stream,There is no seabird flying over some rocks,3.5,1.913771629333496,1.586228370666504,negation_mismatch
A dog is running downhill,A dog is running uphill,2.75,4.1190385818481445,1.3690385818481445,other
A dog is running downhill,A dog is running up a grassy hill,2.5,3.9815348386764526,1.4815348386764526,other
A young man with brown hair and sunglasses is sitting in front of some cans of soda,There is no young man with brown hair and sunglasses sitting in front of some cans of soda,2.75,3.800669312477112,1.0506693124771118,negation_mismatch
A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,"There is no woman wearing a blue shirt with a white vest and a white cap, talking and marching",4.125,3.11028391122818,1.01471608877182,negation_mismatch
There is no man holding a sign and seeking money,A man is holding a sign and is seeking money,2.625,3.777385652065277,1.152385652065277,negation_mismatch
A man is holding a sign and is seeking money,A man is seeking a sign and is holding some money,2.5,4.9393147230148315,2.4393147230148315,other
A snowboarder is doing a flip over a mound of snow,Somebody is leaping in the air on a board,3.25,2.19491183757782,1.0550881624221802,negation_mismatch
"Two men, a woman, and two young boys are sitting in front of a large gathering of people outside a building",A large crowd in warm clothing is posing for a camera,1.125,2.28970468044281,1.16470468044281,long_sentence
A large crowd in warm clothing is walking away from a camera,"Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",0.625,1.916263997554779,1.291263997554779,long_sentence
A man in a red uniform is making a jump in a dirt bike race,A man in a red uniform is racing and making a jump over a bike in the dirt,3.375,4.556527137756348,1.1815271377563477,other
There is no family posing by the mantel and the Christmas tree,A happy family is posing by the fireplace,3.625,2.2235381603240967,1.4014618396759033,negation_mismatch
A white dog is standing on fallen leaves,There is no white dog standing on the leaves on the ground,2.375,3.8751131296157837,1.5001131296157837,negation_mismatch
A man is spilling orange juice and standing still,A man is drinking orange juice and walking on a sunny day,2.0,3.2461559772491455,1.2461559772491455,other
A rollerblader is performing a trick on a ramp,A man on inline skates is skating at a park built for skating,3.64375,2.3512980341911316,1.2924519658088682,other
A rollerblader is performing a trick on a ramp,A man on inline skates is skating at a skate park,3.375,2.343331277370453,1.0316687226295471,other
A black dog with a red collar is putting its face in the water,A dog with a black coat is standing in shallow water,2.25,3.4400472044944763,1.1900472044944763,other
An oriental man and two women are turning their backs to the camera,An oriental man and two women are facing a camera,2.75,3.9005357027053833,1.1505357027053833,other
A small girl is riding in a toy car,A small toy girl is in a riding car,2.125,4.899280667304993,2.7742806673049927,other
A small toy girl is in a riding car,A child is sitting in a red and yellow toy car,2.0,3.307875394821167,1.307875394821167,other
A small girl is riding in a toy car,There is no child sitting in a red and yellow toy car,3.625,2.576388120651245,1.0486118793487549,negation_mismatch
Three men and a woman are posing for a picture,A woman is posing for three men for a photo,3.375,4.505598545074463,1.130598545074463,other
A wet boy is standing still on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,2.375,3.7727129459381104,1.3977129459381104,other
A wet boy is jumping around on dirty and wet grass,A young boy covered in grass is jumping near a fence made of wood,2.5,3.5935193300247192,1.0935193300247192,other
A young boy covered in grass is jumping near a wooden fence,A wet boy is jumping around on dirty and wet grass,2.5,3.658282160758972,1.1582821607589722,other
Two little boys are not wearing tuxedos,Two little boys are wearing tuxedos,2.25,3.545510768890381,1.2955107688903809,negation_mismatch
Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two little kids are wearing tuxedos,4.375,3.318190276622772,1.0568097233772278,other
A man is standing on a sidewalk,A man is standing tiredly next to a bus,3.5,2.4681343138217926,1.0318656861782074,other
A dog with a muzzle and a blue jacket is running around the yard,A dog with a blue muzzle is running around the yard with a jacket,3.5,4.853547215461731,1.353547215461731,other
A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag,2.875,4.673738479614258,1.7987384796142578,long_sentence
A man on a bicycle is riding on one wheel only,There is no man on a bicycle riding on one wheel only,2.375,4.317779242992401,1.9427792429924011,negation_mismatch
The man is doing a wheelie on a mountain bike,A person on a bike is riding on one wheel only,4.375,3.335433304309845,1.039566695690155,other
One man is doing a wheelie on the mountain bike,A man on a bicycle is riding on one wheel only,4.625,3.611518144607544,1.013481855392456,other
The elderly lady is waiting on the sidewalk,The elderly person is waiting a lady on the sidewalk,3.25,4.794716536998749,1.5447165369987488,other
Three men are looking into the distance,Three men are looking at something nearby,3.0,4.430437982082367,1.430437982082367,other
Three men are looking absent mindedly into the distance,Three men are staring at the big green hills in the distance,4.125,3.0639415979385376,1.0610584020614624,other
Three men are looking into the distance,Some men in the distance are staring at three big hills,2.75,3.8629835844039917,1.1129835844039917,other
A smiling boy in summer clothes is standing still outside a building,A young child dressed for cold weather is standing outside,2.375,3.4666740894317627,1.0916740894317627,other
A man and a child are kayaking through gentle waters,There is no man and child kayaking through gentle waters,2.625,3.9968490600585938,1.3718490600585938,negation_mismatch
A dog is chasing a ball in the grass,A dog with a ball is being chased in the grass,2.625,4.744129180908203,2.119129180908203,other
The little girl is swinging and the woman is standing behind her,The girl is standing behind the little woman who is swinging,3.0,4.850972294807434,1.850972294807434,other
A small child is showing excitement on a swing set at the park,The little girl is not swinging and the woman is not standing behind her,3.25,1.7495442926883698,1.5004557073116302,negation_mismatch
A girl is getting a tattoo removed from her hand,A girl is getting a tattoo on her hand,2.85625,4.214588105678558,1.3583381056785582,other
A woman in a purple top is walking a bicycle between two stone columns,"A stone woman and bicycle are on top of two purple columns, between which people are walking",1.6249999999999998,4.259783029556274,2.6347830295562744,other
A girl dressed in purple and blue is walking beside her bike at night,"A stone woman and bicycle are on top of two purple columns, between which people are walking",1.0,2.6671475172042847,1.6671475172042847,other
A young boy is playing in the park with his mother,There is no young boy playing in the park with his mother,2.0,3.4294393658638,1.4294393658638,negation_mismatch
The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is frowning and taking off a fake nose and glasses,3.25,2.0399589836597443,1.2100410163402557,other
A boy under an umbrella is being let go by his father who is wearing a blue coat,A boy under an umbrella is being held by his father who is wearing a blue coat,3.125,4.468598365783691,1.3435983657836914,other
A great dog is climbing a steep hill,A great dog is getting down a steep hill,3.25,4.5238518714904785,1.2738518714904785,other
A surfer is riding a big wave across dark green water,No surfer is riding a big wave across dark green water,2.5,4.080477952957153,1.5804779529571533,negation_mismatch
The big surfer is riding and waving,The surfer is riding a big wave,2.875,4.5732951164245605,1.6982951164245605,other
A man on a motorcycle is riding on a track and waving,The person on the motorcycle is not holding up an arm,3.125,2.1103203296661377,1.0146796703338623,negation_mismatch
The person on the motorcycle is holding up an arm,A man on a motorcycle is riding on a track and waving,3.625,2.5801673531532288,1.0448326468467712,other
A man in a blue cowboy hat is riding a black horse,A man in a blue cowboy hat is riding a white horse,3.375,4.5496103167533875,1.1746103167533875,other
A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls,3.125,4.815570712089539,1.6905707120895386,other
A basketball player is on the court floor and the ball is being grabbed by another one,Two basketball players are scrambling for the ball on the court,4.625,3.490961194038391,1.1340388059616089,negation_mismatch
A black sheep is standing near three white dogs,A black sheep is standing far from three white dogs,3.125,4.521841406822205,1.3968414068222046,other
A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water,3.125,4.320428371429443,1.1954283714294434,negation_mismatch
The man surrounded by photographers is wearing a gray suit and glasses,The woman surrounded by photographers is wearing a gray suit and glasses,2.875,3.9690685272216797,1.0940685272216797,other
A photographer is being surrounded by men,The man surrounded by photographers is wearing a gray suit and glasses,2.25,3.365272283554077,1.1152722835540771,other
A blonde girl is hanging by gymnastic ropes,A blonde man is hanging by gymnastic ropes,2.5,4.268793761730194,1.768793761730194,other
A tennis player in mid game is holding a racquet,A tennis player in mid game is not holding a racquet,2.375,3.909343183040619,1.534343183040619,negation_mismatch
The young boy in the blue shirt is jumping into the water,A young girl is jumping into a still lake,1.5000000000000002,2.882660925388336,1.382660925388336,other
Two people are walking with laden baskets and colorful blankets,Two people are walking with laden baskets and blankets,3.875,4.929609596729279,1.0546095967292786,other
A young girl is sitting in swimming gear,A young man is sitting in swimming gear,2.875,3.928043842315674,1.0530438423156738,other
A black and white dog is playing with a new volleyball,A black and white dog is playing with a broken volleyball,3.125,4.50021505355835,1.3752150535583496,other
A topless woman is being smeared with a brown substance and a blurry crowd is in the background,A topless woman is being smeared with brown substance and a nobody is in the background,3.5,4.685700535774231,1.185700535774231,negation_mismatch
